# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.000000;20.350001;58.800002;-3.011474;0.177655;2.850000;0.000000
0.199870;20.153455;58.774282;-2.995086;0.164972;2.850000;0.000000
0.399739;19.957422;58.742071;-2.963558;0.152400;2.850000;0.000000
0.599609;19.761986;58.703841;-2.934437;0.140063;2.850000;0.000000
0.799479;19.567232;58.660065;-2.907678;0.128043;2.850000;0.000000
0.999348;19.373243;58.611213;-2.883231;0.116386;2.850000;0.000000
1.199218;19.180104;58.557759;-2.861039;0.105108;2.850000;0.000000
1.399087;18.987898;58.500175;-2.841046;0.094199;2.850000;0.000000
1.598957;18.796710;58.438932;-2.823197;0.083632;2.850000;0.000000
1.798827;18.606624;58.374503;-2.807444;0.073360;2.850000;0.000000
1.998696;18.417723;58.307360;-2.793637;0.063332;2.850000;0.000000
2.198566;18.229512;58.237720;-2.781335;0.058574;2.850000;0.000000
2.398436;18.042459;58.166000;-2.770088;0.053692;2.850000;0.000000
2.598305;17.856445;58.092375;-2.759845;0.048705;2.850000;0.000000
2.798175;17.671350;58.017021;-2.750617;0.043634;2.850000;0.000000
2.998044;17.487055;57.940114;-2.742416;0.038496;2.850000;0.000000
3.197914;17.303442;57.861829;-2.735249;0.033308;2.850000;0.000000
3.397784;17.120389;57.782341;-2.729123;0.028082;2.850000;0.000000
3.597653;16.937780;57.701826;-2.724042;0.022833;2.850000;0.000000
3.797523;16.755493;57.620459;-2.720009;0.017572;2.850000;0.000000
3.997393;16.573418;57.538419;-2.716951;0.012442;2.850000;0.000000
4.197262;16.391653;57.455948;-2.714511;0.011360;2.850000;0.000000
4.397132;16.209977;57.373020;-2.712350;0.010285;2.850000;0.000000
4.597001;16.028388;57.289680;-2.710402;0.009216;2.850000;0.000000
4.796871;15.846887;57.205976;-2.708666;0.008152;2.850000;0.000000
4.996741;15.665472;57.121952;-2.707142;0.007093;2.850000;0.000000
5.196610;15.484145;57.037657;-2.705829;0.006038;2.850000;0.000000
5.396480;15.302903;56.953135;-2.704727;0.004986;2.850000;0.000000
5.596350;15.121748;56.868433;-2.703835;0.003935;2.850000;0.000000
5.796219;14.940678;56.783597;-2.703153;0.002885;2.850000;0.000000
5.996089;14.759696;56.698675;-2.702674;0.001856;2.850000;0.000000
6.195958;14.578822;56.613720;-2.702362;0.001209;2.850000;0.000000
6.395828;14.398004;56.528738;-2.702185;0.000561;2.850000;0.000000
6.595698;14.217215;56.443744;-2.702137;-0.000087;2.850000;0.000000
6.795567;14.036427;56.358755;-2.702220;-0.000735;2.850000;0.000000
