# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.000000;-22.899999;55.050002;-2.949353;0.298050;2.850000;0.000000
0.199955;-23.095302;55.011987;-2.920287;0.291283;2.850000;0.000000
0.399910;-23.288548;54.962582;-2.862700;0.285956;2.850000;0.000000
0.599865;-23.479051;54.902098;-2.805908;0.282146;2.850000;0.000000
0.799820;-23.666126;54.830849;-2.749636;0.279895;2.850000;0.000000
0.999775;-23.849085;54.749147;-2.693604;0.279221;2.850000;0.000000
1.199730;-24.027242;54.657305;-2.637531;0.280124;2.850000;0.000000
1.399684;-24.199911;54.555635;-2.581137;0.282582;2.850000;0.000000
1.599639;-24.366405;54.444451;-2.524147;0.286552;2.850000;0.000000
1.799594;-24.526038;54.324065;-2.466292;0.291966;2.850000;0.000000
1.999549;-24.678124;54.194790;-2.407427;0.298718;2.850000;0.000000
2.199504;-24.822713;54.056332;-2.348764;0.290814;2.850000;0.000000
2.399459;-24.958886;53.909824;-2.291377;0.282712;2.850000;0.000000
2.599414;-25.086526;53.755895;-2.235599;0.274915;2.850000;0.000000
2.799369;-25.205526;53.595164;-2.181322;0.267671;2.850000;0.000000
2.999324;-25.315779;53.428251;-2.128410;0.261176;2.850000;0.000000
3.199279;-25.417178;53.255776;-2.076699;0.255586;2.850000;0.000000
3.399234;-25.509617;53.078358;-2.026012;0.251020;2.850000;0.000000
3.599189;-25.592988;52.896617;-1.976154;0.247574;2.850000;0.000000
3.799144;-25.667184;52.711173;-1.926920;0.245321;2.850000;0.000000
3.999098;-25.732097;52.522652;-1.878569;0.243838;2.850000;0.000000
4.199053;-25.787730;52.331946;-1.832996;0.218071;2.850000;0.000000
4.399008;-25.835046;52.139056;-1.792350;0.191059;2.850000;0.000000
4.598963;-25.875057;51.944259;-1.757081;0.163569;2.850000;0.000000
4.798918;-25.908779;51.747835;-1.727216;0.136125;2.850000;0.000000
4.998873;-25.937226;51.550060;-1.702727;0.109036;2.850000;0.000000
5.198828;-25.961412;51.351212;-1.683555;0.082429;2.850000;0.000000
5.398783;-25.982350;51.151570;-1.669636;0.056294;2.850000;0.000000
5.598738;-26.001057;50.951411;-1.660912;0.030521;2.850000;0.000000
5.798693;-26.018545;50.751013;-1.657347;0.004938;2.850000;0.000000
5.998648;-26.035829;50.550654;-1.658350;-0.019567;2.850000;0.000000
6.198603;-26.053695;50.350571;-1.661277;-0.014219;2.850000;0.000000
6.398558;-26.072111;50.150767;-1.663591;-0.008837;2.850000;0.000000
6.598513;-26.090860;49.951214;-1.664820;-0.003425;2.850000;0.000000
6.798467;-26.109726;49.751885;-1.664961;0.002017;2.850000;0.000000
6.998422;-26.128492;49.552754;-1.664011;0.007487;2.850000;0.000000
7.198377;-26.146942;49.353793;-1.661967;0.012983;2.850000;0.000000
7.398332;-26.164859;49.154975;-1.658824;0.018502;2.850000;0.000000
7.598287;-26.182026;48.956273;-1.654582;0.024043;2.850000;0.000000
7.798242;-26.198226;48.757660;-1.649237;0.029602;2.850000;0.000000
7.998197;-26.213243;48.559116;-1.643214;0.034073;2.850000;0.000000
8.198152;-26.227020;48.360741;-1.638394;0.017532;2.850000;0.000000
8.398107;-26.240104;48.162352;-1.636557;0.000943;2.850000;0.000000
8.598062;-26.253155;47.963899;-1.638018;-0.015622;2.850000;0.000000
8.798017;-26.266833;47.765334;-1.642768;-0.032093;2.850000;0.000000
8.997972;-26.281798;47.566609;-1.650790;-0.048394;2.850000;0.000000
9.197927;-26.298711;47.367675;-1.662057;-0.064435;2.850000;0.000000
9.397881;-26.318232;47.168484;-1.676527;-0.080105;2.850000;0.000000
9.597836;-26.341022;46.968987;-1.694141;-0.095271;2.850000;0.000000
9.797791;-26.367741;46.769137;-1.714825;-0.109773;2.850000;0.000000
9.997746;-26.399058;46.568831;-1.738716;-0.123957;2.850000;0.000000
10.197701;-26.435832;46.367461;-1.766568;-0.147494;2.850000;0.000000
10.397656;-26.478755;46.166951;-1.799455;-0.173450;2.850000;-0.173142
