# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.000000;4.640000;21.320000;-3.120292;0.913803;1.811901;-0.007324
0.199542;4.451726;21.315989;-3.042546;0.810572;1.811094;0.333958
0.399084;4.263003;21.282537;-2.896426;0.710609;1.847522;0.566837
0.598627;4.076723;21.222163;-2.765177;0.628548;1.907762;0.704244
0.798169;3.895780;21.137388;-2.645456;0.569278;1.980052;0.759339
0.997711;3.723066;21.030730;-2.533554;0.533014;2.055151;0.739313
1.197253;3.561473;20.904709;-2.425775;0.518678;2.125722;0.646173
1.396795;3.413894;20.761844;-2.318513;0.525495;2.185537;-0.135982
1.596337;3.283222;20.604656;-2.208205;0.553472;2.173087;-0.214079
1.795880;3.172349;20.435663;-2.091554;0.603050;2.153339;-0.010335
1.995422;3.084487;20.258166;-1.969340;0.647564;2.152381;-0.010335
2.194964;3.021174;20.076645;-1.850985;0.577708;2.151423;0.315684
2.394506;2.978313;19.889200;-1.748353;0.487076;2.180506;0.673539
2.594048;2.952996;19.696709;-1.663035;0.391167;2.241295;1.023805
2.793590;2.942316;19.500050;-1.595072;0.299453;2.330663;1.361258
2.993133;2.943366;19.300099;-1.543653;0.215680;2.444432;1.697929
3.192675;2.953239;19.097734;-1.507717;0.139822;2.579314;2.054940
3.392217;2.969028;18.893832;-1.486325;0.069859;2.733671;1.627583
3.591759;2.987825;18.689271;-1.478869;0.002878;2.850000;0.000000
3.791301;3.006723;18.484927;-1.485162;-0.064381;2.850000;0.000000
3.990844;3.022847;18.281295;-1.503098;-0.118218;2.850000;0.000000
4.190386;3.034326;18.077820;-1.525108;-0.105646;2.850000;0.000000
4.389928;3.041382;17.875895;-1.545067;-0.091785;2.850000;0.000000
4.589470;3.044685;17.675284;-1.561995;-0.076853;2.850000;0.000000
4.789012;3.044904;17.475753;-1.575763;-0.061065;2.850000;0.000000
4.988554;3.042707;17.277069;-1.586270;-0.044626;2.850000;0.000000
5.188097;3.038764;17.078997;-1.593441;-0.027726;2.850000;0.000000
5.387639;3.033744;16.881304;-1.597227;-0.010549;2.850000;0.000000
5.587181;3.028315;16.683755;-1.597605;0.006733;2.850000;0.000000
5.786723;3.023147;16.486117;-1.594578;0.023949;2.850000;0.000000
5.986265;3.018905;16.288132;-1.588913;0.034631;2.850000;0.000000
6.185808;3.015963;16.089635;-1.582650;0.029782;2.850000;0.000000
6.385350;3.014194;15.890728;-1.577201;0.025013;2.850000;0.000000
6.584892;3.013413;15.691474;-1.572686;0.020313;2.850000;0.000000
6.784434;3.013440;15.491936;-1.569097;0.015671;2.850000;0.000000
6.983976;3.014092;15.292177;-1.566426;0.011074;2.850000;0.000000
7.183518;3.015187;15.092259;-1.564669;0.006509;2.850000;0.000000
7.383061;3.016542;14.892245;-1.563822;0.001963;2.850000;0.000000
7.582603;3.017977;14.692197;-1.563883;-0.002576;2.850000;0.000000
7.782145;3.019308;14.492179;-1.564847;-0.007122;2.850000;0.000000
7.981687;3.020356;14.292250;-1.566468;-0.009386;2.850000;0.000000
8.181229;3.021038;14.092439;-1.568174;-0.007927;2.850000;0.000000
8.380771;3.021404;13.892735;-1.569611;-0.006461;2.850000;0.000000
8.580314;3.021512;13.693123;-1.570754;-0.004990;2.850000;0.000000
8.779856;3.021421;13.493586;-1.571602;-0.003514;2.850000;0.000000
8.979398;3.021190;13.294108;-1.572156;-0.002035;2.850000;0.000000
9.178940;3.020878;13.094671;-1.572414;-0.000554;2.850000;0.000000
9.378482;3.020545;12.895260;-1.572377;0.000928;2.850000;0.000000
9.578025;3.020248;12.695858;-1.572044;0.002411;2.850000;0.000000
9.777567;3.020047;12.496448;-1.571421;0.003892;2.850000;0.000000
9.977109;3.019999;12.297014;-1.570642;0.004029;2.850000;0.000000
10.176651;3.020109;12.097550;-1.569980;0.002682;2.850000;0.000000
10.376193;3.020325;11.898057;-1.569579;0.001335;2.850000;0.000000
10.575735;3.020594;11.698540;-1.569447;-0.000010;2.850000;0.000000
10.775278;3.020863;11.499002;-1.569583;-0.001355;2.850000;0.000000
10.974820;3.021078;11.299447;-1.569988;-0.002699;2.850000;0.000000
11.174362;3.021186;11.099876;-1.570661;-0.004043;2.850000;0.000000
11.373904;3.021132;10.900295;-1.571602;-0.005387;2.850000;0.000000
11.573446;3.020864;10.700706;-1.572811;-0.006731;2.850000;0.000000
11.772989;3.020328;10.501112;-1.574273;-0.008075;2.850000;0.000000
11.972531;3.019477;10.301519;-1.575699;-0.006444;2.850000;0.000000
12.172073;3.018371;10.101931;-1.576589;-0.002546;2.850000;0.000000
12.371615;3.017165;9.902348;-1.576708;0.001352;2.850000;0.000000
12.571157;3.016012;9.702773;-1.576049;0.005250;2.850000;0.000000
12.770699;3.015068;9.503209;-1.574612;0.009151;2.850000;0.000000
12.970242;3.014489;9.303661;-1.572397;0.013053;2.850000;0.000000
13.169784;3.014429;9.104130;-1.569403;0.016958;2.850000;0.000000
13.369326;3.015045;8.904620;-1.565630;0.020865;2.850000;0.000000
13.568868;3.016491;8.705135;-1.561077;0.024774;2.850000;0.000000
13.768410;3.018922;8.505676;-1.555833;0.028684;2.850000;0.000000
13.967952;3.022459;8.306287;-1.551018;0.020592;2.850000;0.000000
14.167495;3.026810;8.106938;-1.548346;0.006323;2.850000;0.000000
14.367037;3.031412;7.907594;-1.548508;-0.007946;2.850000;0.000000
14.566579;3.035698;7.708240;-1.551515;-0.022213;2.850000;0.000000
14.766121;3.039101;7.508859;-1.557366;-0.036472;2.850000;0.000000
14.965663;3.041054;7.309435;-1.566060;-0.050711;2.850000;0.000000
15.165206;3.040990;7.109952;-1.577593;-0.064902;2.850000;0.000000
15.364748;3.038342;6.910395;-1.591954;-0.079001;2.850000;0.000000
15.564290;3.032543;6.710748;-1.609128;-0.092940;2.850000;0.000000
15.763832;3.023025;6.510994;-1.628588;-0.106626;2.850000;0.000000
15.963374;3.009458;6.311743;-1.645813;-0.070504;2.850000;0.000000
16.162916;2.993084;6.112619;-1.654681;-0.018393;2.850000;0.000000
16.362459;2.975970;5.913473;-1.653169;0.033529;2.850000;0.000000
16.562001;2.960204;5.714366;-1.641260;0.085788;2.850000;-0.884782
16.761543;2.947871;5.515357;-1.618881;0.138752;2.787364;-1.647754
16.961085;2.941058;5.316505;-1.585940;0.192372;2.666797;-1.403580
17.160627;2.941851;5.117870;-1.542394;0.245897;2.559621;-1.207061
17.360170;2.952337;4.919512;-1.488361;0.297611;2.463725;-1.067206
17.559712;2.974601;4.721489;-1.424263;0.344680;2.375717;-1.001446
17.759254;3.010731;4.523861;-1.348438;0.383316;2.290059;-0.968023
17.958796;3.067265;4.311650;-1.268023;0.375264;2.204098;-1.162638
18.158338;3.143105;4.100099;-1.183863;0.381933;2.096201;-1.320349
18.357880;3.235771;3.898112;-1.095246;0.417427;1.966501;-1.389190
18.557423;3.343637;3.710692;-0.997625;0.488480;1.820089;-1.308507
18.756965;3.465079;3.542845;-0.884524;0.608388;1.670485;-1.146047
18.956507;3.598471;3.399573;-0.747693;0.796845;1.527465;-0.882848
19.156049;3.742189;3.285882;-0.577111;1.071057;1.407416;-0.486580
19.355591;3.894607;3.206775;-0.363424;1.409023;1.336650;-0.003982
19.555133;4.054101;3.167257;-0.114046;1.680632;1.336055;-0.003982
19.754676;4.211324;3.170497;0.139150;1.461920;1.335460;0.388754
19.954218;4.368874;3.211342;0.348693;1.083500;1.392336;0.895202
20.153760;4.527469;3.285431;0.510979;0.780531;1.515210;1.202888
20.353302;4.685168;3.388671;0.637563;0.572367;1.666108;1.404966
20.552844;4.840030;3.516965;0.738400;0.437030;1.826640;1.534357
20.752387;4.990113;3.666219;0.821397;0.351141;1.987197;1.604553
20.951929;5.133477;3.832338;0.892425;0.298559;2.142266;1.619586
21.151471;5.268181;4.011228;0.955893;0.269756;2.288156;1.575972
21.351013;5.392283;4.198794;1.015277;0.260085;2.421694;1.461620
21.550555;5.503607;4.390505;1.072686;0.267718;2.539274;1.259395
21.750097;5.598587;4.578133;1.129691;0.267810;2.636383;1.123079
21.949640;5.681137;4.766523;1.184298;0.262521;2.720059;1.041178
22.149182;5.752242;4.955693;1.236361;0.252075;2.795396;0.772425
22.348724;5.812883;5.145660;1.285183;0.237023;2.850000;0.000000
22.548266;5.864045;5.336442;1.330181;0.218131;2.850000;0.000000
22.747808;5.906711;5.528055;1.370889;0.196266;2.850000;0.000000
22.947351;5.941864;5.720517;1.406965;0.172285;2.850000;0.000000
23.146893;5.970488;5.913846;1.438173;0.146953;2.850000;0.000000
23.346435;5.993564;6.108057;1.464380;0.120901;2.850000;0.000000
23.545977;6.012089;6.303305;1.485894;0.096278;2.850000;0.000000
23.745519;6.026967;6.500540;1.503957;0.085174;2.850000;0.000000
23.945061;6.038549;6.698575;1.519773;0.074307;2.850000;0.000000
24.144604;6.047229;6.897294;1.533494;0.063676;2.850000;0.000000
24.344146;6.053402;7.096584;1.545150;0.053265;2.850000;0.000000
24.543688;6.057465;7.296328;1.554769;0.043052;2.850000;0.000000
24.743230;6.059811;7.496412;1.562377;0.033000;2.850000;0.000000
24.942772;6.060836;7.696722;1.567992;0.023071;2.850000;0.000000
25.142314;6.060935;7.897141;1.571628;0.013219;2.850000;0.000000
25.341857;6.060503;8.097556;1.573294;0.003396;2.850000;0.000000
25.541399;6.059934;8.297828;1.573293;-0.004287;2.850000;0.000000
25.740941;6.059503;8.497823;1.572570;-0.003798;2.850000;0.000000
25.940483;6.059225;8.697639;1.571860;-0.003305;2.850000;0.000000
26.140025;6.059079;8.897307;1.571250;-0.002808;2.850000;0.000000
26.339568;6.059044;9.096851;1.570739;-0.002308;2.850000;0.000000
26.539110;6.059101;9.296301;1.570329;-0.001806;2.850000;0.000000
26.738652;6.059231;9.495684;1.570019;-0.001302;2.850000;0.000000
26.938194;6.059411;9.695026;1.569810;-0.000796;2.850000;0.000000
27.137736;6.059624;9.894356;1.569702;-0.000290;2.850000;0.000000
27.337278;6.059848;10.093701;1.569694;0.000216;2.850000;0.000000
27.536821;6.060063;10.293089;1.569775;0.000615;2.850000;0.000000
27.736363;6.060255;10.492533;1.569911;0.000769;2.850000;0.000000
27.935905;6.060417;10.692026;1.570080;0.000923;2.850000;0.000000
28.135447;6.060541;10.891558;1.570279;0.001076;2.850000;0.000000
28.334989;6.060623;11.091119;1.570509;0.001230;2.850000;0.000000
28.534532;6.060656;11.290699;1.570770;0.001384;2.850000;0.000000
28.734074;6.060633;11.490288;1.571062;0.001538;2.850000;0.000000
28.933616;6.060550;11.689877;1.571384;0.001693;2.850000;0.000000
29.133158;6.060399;11.889455;1.571737;0.001848;2.850000;0.000000
29.332700;6.060174;12.089013;1.572120;0.002003;2.850000;0.000000
29.532242;6.059871;12.288541;1.572479;0.001657;2.850000;0.000000
29.731785;6.059503;12.488038;1.572694;0.000542;2.850000;0.000000
29.931327;6.059113;12.687515;1.572691;-0.000574;2.850000;0.000000
30.130869;6.058747;12.886985;1.572465;-0.001690;2.850000;0.000000
30.330411;6.058448;13.086460;1.572017;-0.002806;2.850000;0.000000
30.529953;6.058260;13.285951;1.571346;-0.003920;2.850000;0.000000
30.729495;6.058228;13.485471;1.570453;-0.005033;2.850000;0.000000
30.929038;6.058397;13.685033;1.569337;-0.006143;2.850000;0.000000
31.128580;6.058811;13.884647;1.568001;-0.007251;2.850000;0.000000
31.328122;6.059513;14.084326;1.566453;-0.008354;2.850000;0.000000
31.527664;6.060546;14.284079;1.564960;-0.006823;2.850000;0.000000
31.727206;6.061846;14.483893;1.564037;-0.002533;2.850000;0.000000
31.926749;6.063247;14.683733;1.563959;0.001752;2.850000;0.000000
32.126291;6.064578;14.883561;1.564737;0.006039;2.850000;0.000000
32.325833;6.065668;15.083338;1.566373;0.010338;2.850000;0.000000
32.525375;6.066345;15.283026;1.568868;0.014653;2.850000;0.000000
32.724917;6.066438;15.482586;1.572225;0.018994;2.850000;0.000000
32.924459;6.065775;15.681981;1.576448;0.023366;2.850000;0.000000
33.124002;6.064185;15.881172;1.581541;0.027776;2.850000;0.000000
33.323544;6.061497;16.080120;1.587443;0.032230;2.850000;0.000000
33.523086;6.057566;16.278749;1.593009;0.024716;2.850000;0.000000
33.722628;6.052677;16.477135;1.596272;0.008412;2.850000;0.000000
33.922170;6.047458;16.675446;1.596319;-0.007939;2.850000;0.000000
34.121712;6.042550;16.873826;1.593125;-0.024246;2.850000;0.000000
34.321255;6.038593;17.072415;1.586701;-0.040412;2.850000;0.000000
34.520797;6.036227;17.271354;1.577074;-0.056331;2.850000;0.000000
34.720339;6.036092;17.470785;1.564284;-0.071882;2.850000;0.000000
34.919881;6.038828;17.670850;1.548390;-0.086926;2.850000;0.000000
35.119423;6.045076;17.871690;1.529470;-0.101302;2.850000;0.000000
35.318966;6.055476;18.073446;1.508069;-0.114828;2.850000;0.000000
35.518508;6.070429;18.275333;1.489113;-0.076646;2.850000;0.000000
35.718050;6.088555;18.477514;1.479836;-0.015198;2.850000;0.000000
35.917592;6.107331;18.679903;1.482924;0.045625;2.850000;-1.201939
36.117134;6.124187;18.881971;1.498457;0.107839;2.764566;-1.817153
36.316676;6.136555;19.083191;1.526746;0.173221;2.630138;-1.476848
36.516219;6.141866;19.283034;1.568298;0.242922;2.515599;-1.153970
36.715761;6.137549;19.480972;1.623689;0.316839;2.422335;-0.839433
36.915303;6.121036;19.676476;1.693339;0.392739;2.352170;-0.536970
37.114845;6.089757;19.869017;1.777179;0.465345;2.306167;-0.270509
37.314387;6.041144;20.058069;1.874801;0.526080;2.282642;-0.241412
37.513930;5.971273;20.246683;1.978455;0.514424;2.261440;-0.334863
37.713472;5.880298;20.430527;2.081233;0.492433;2.231697;-0.529160
37.913014;5.770630;20.605016;2.182359;0.488788;2.183871;-0.664189
38.112556;5.644180;20.767239;2.284408;0.503347;2.122316;-0.740818
38.312098;5.502856;20.914285;2.390477;0.536608;2.051481;-0.691393
38.511640;5.348571;21.043244;2.503718;0.589267;1.983091;-0.555437
38.711183;5.183232;21.151206;2.627269;0.660968;1.926392;-0.331626
38.910725;5.008751;21.235259;2.763969;0.747870;1.891729;-0.007976
39.110267;4.827037;21.292494;2.836457;0.839054;1.890887;-0.732854
