#x_m,y_m,w_tr_right_m,w_tr_left_m
-6.799999999999999,14.650000000000002,0.4558621384311845,0.48600225733346747
-6.549999999999999,14.650000000000002,0.45146931829632014,0.4139410298049853
-6.499999999999998,14.600000000000005,0.40622577482985495,0.4558621384311845
-6.349999999999998,14.600000000000005,0.43815273071201055,0.4246211251235321
-6.299999999999999,14.55,0.40622577482985495,0.45
-6.199999999999999,14.55,0.4246211251235321,0.40622577482985495
-6.149999999999999,14.500000000000004,0.39056941504209486,0.4276472678623424
-6.049999999999999,14.500000000000004,0.4246211251235321,0.3826237921249265
-5.999999999999998,14.45,0.39056941504209486,0.40622577482985495
-5.949999999999999,14.45,0.40777472107017554,0.3778174593052023
-5.849999999999998,14.350000000000005,0.36321687612368736,0.39056941504209486
-5.799999999999999,14.350000000000005,0.39056941504209486,0.36321687612368736
-5.699999999999999,14.250000000000004,0.3778174593052023,0.39056941504209486
-5.649999999999999,14.250000000000004,0.4131727983645297,0.36321687612368736
-5.399999999999999,14.000000000000004,0.4131727983645297,0.3778174593052023
-5.399999999999999,13.95,0.3778174593052023,0.40622577482985495
-4.549999999999997,13.100000000000005,0.4131727983645297,0.3778174593052023
-4.549999999999997,13.05,0.3778174593052023,0.40622577482985495
-3.25,11.750000000000004,0.4131727983645297,0.3778174593052023
-3.25,11.7,0.3778174593052023,0.40622577482985495
-2.049999999999997,10.500000000000004,0.35000000000000003,0.3810249675906654
-1.8999999999999986,10.500000000000004,0.3280109889280518,0.2946221994724902
-1.8499999999999979,10.450000000000003,0.26708320320631673,0.3158910531638177
-0.9499999999999993,10.450000000000003,0.1852349955359813,0.20827625302982194
-0.8999999999999986,10.500000000000004,0.21846584384264905,0.17008771254956898
-0.7499999999999964,10.500000000000004,0.2,0.2264982043070834
-0.6999999999999993,10.55,0.25,0.21032778078668513
-0.5499999999999972,10.55,0.25,0.2946221994724902
-0.49999999999999645,10.600000000000001,0.30000000000000004,0.2800735254367722
-0.4499999999999993,10.600000000000001,0.30000000000000004,0.31063352017759477
-0.3999999999999986,10.650000000000002,0.34330343736592533,0.30710678118654755
-0.34999999999999787,10.650000000000002,0.3280109889280518,0.34246212024587486
-0.29999999999999716,10.700000000000003,0.3648529270389178,0.34246212024587486
-0.24999999999999645,10.700000000000003,0.35663729752107787,0.3778174593052023
-0.14999999999999858,10.8,0.4131727983645297,0.36321687612368736
-0.09999999999999787,10.8,0.3778174593052023,0.39056941504209486
0.3000000000000007,11.2,0.40622577482985495,0.36321687612368736
0.3500000000000014,11.2,0.3778174593052023,0.39056941504209486
0.9000000000000021,11.750000000000004,0.4131727983645297,0.36321687612368736
0.9500000000000028,11.750000000000004,0.3778174593052023,0.39056941504209486
1.3000000000000007,12.100000000000005,0.4139410298049853,0.36321687612368736
